"","id","version","classification.score.1","classification.score.2","give.trials","deception.score","INT","LIF","AFF","ANT","mach_total","nar_total","pers_sum","ref_sum","bor_total","lpa","lambda","eta","gamma","eta.gamma.ratio","alpha","beta"
"451",451,"control",59,60,21,4.76190476190476,7,8,7,7,10,28,0,0,0,"3",4.53515942235776,0.541190153978448,0.604490233396524,0.895283536571958,4.31861038599726,-8.71202298868787
"452",452,"control",47,47,60,1.66666666666667,7,9,9,8,16,23,0,0,10,"3",4.19018996788179,0.325773188724612,0.605007348875191,0.538461539897455,5.0261479341807,-3.07728299235864
"453",453,"control",47,47,25,4,14,14,14,15,21,22,0,0,14,"1",4.67184190020575,0.417803046771937,0.50151129470949,0.833088010538142,4.21243110243143,-9.63300017839062
"454",454,"control",60,60,32,6.25,11,7,8,8,27,26,7,9,9,"2",4.39806677037493,0.518932382390683,0.597242649410644,0.868880316740211,3.12981606514035,-8.32685339729924
"455",455,"control",50,49,31,0,7,7,7,9,18,21,8,12,32,"2",4.39693869789998,0.44425793491454,0.666666666697682,0.666386902340808,2.29014081115114,-8.50602740130456
"456",456,"control",57,54,48,0,16,16,14,16,26,21,0,0,19,"1",4.06961483840571,0.425378375190866,0.569907142000084,0.74639944622909,0.0572846111874368,-5.13810147274805
"457",457,"control",52,50,55,1.81818181818182,14,18,17,14,19,24,12,11,16,"4",4.16911395973319,0.759165262258663,0.927868655523479,0.818181816725302,0.142558575403374,-6.61107221192803
"458",458,"control",58,60,27,3.7037037037037,8,19,11,9,20,34,3,1,7,"1",4.00874263012319,0.435715551679485,0.723848547138451,0.601942980202108,2.32558575328679,-2.93954500339845
"459",459,"control",63,61,55,0,14,14,9,14,20,29,1,1,6,"1",4.18480176874139,0.39288035349062,0.695472671655795,0.564911274738147,1.98907440619479,-6.737923693817
"460",460,"control",57,59,43,18.6046511627907,7,23,15,8,14,25,0,0,10,"1",3.49147906527543,0.793989581867744,0.979999996106546,0.810193454104281,0.0108102502665867,-3.81868942416512
"461",461,"control",57,54,34,5.88235294117647,8,15,20,8,27,29,3,3,13,"1",4.33682515510519,0.504623704649652,0.590909090800261,0.853978577256691,3.1103329232369,-7.75829121095728
"462",462,"control",57,58,21,4.76190476190476,7,7,7,8,17,7,0,0,18,"3",4.18556140875275,0.429826386417087,0.523149364608547,0.821613129051031,2.49107663966137,-6.30206604040798
"463",463,"control",62,63,49,2.04081632653061,11,23,15,12,21,36,0,2,23,"1",4.4192922985869,0.413345453491167,0.506243384766561,0.816495515653541,2.66027801024734,-7.97372412439342
"464",464,"control",53,57,40,0,16,15,19,22,24,27,2,3,29,"4",4.11042040900173,0.41450776295297,0.548073779404995,0.756299203736715,0.125520498771466,-6.09957339973492
"465",465,"control",59,53,24,0,12,15,11,8,25,20,0,3,38,"1",4.16968620327768,0.667511972384638,0.815847963447274,0.818181820990447,0.1950549784906,-5.43173926087751
"466",466,"control",55,56,31,0,17,13,12,11,26,27,1,0,12,"1",4.13902703818071,0.387673471927038,0.67325765026841,0.575817403296469,1.64986095792192,-6.23710260977921
"467",467,"control",54,53,57,43.859649122807,19,14,9,11,21,24,0,7,46,"1",4.06113096035214,0.603489244046365,0.611111110591717,0.987527854733369,1.92229397581017,-4.4139077638874
"468",468,"control",55,55,29,0,10,8,10,8,19,22,0,1,19,"3",4.42949823879486,0.550682931901336,0.666666664836497,0.826024400119651,1.53642282827126,-8.48253046064586
"469",469,"control",56,56,37,0,11,8,12,10,26,20,0,1,7,"3",4.57239607103881,0.429496406042621,0.655970400960304,0.6547496737869,6.08417844055697,-8.05620146635984
"470",470,"control",47,48,30,0,25,22,28,24,30,28,19,14,38,"4",4.51233726350388,0.430673517696819,0.632514402628175,0.680891242803828,3.96550925492859,-8.86431889344963
"471",471,"control",60,57,24,0,7,9,10,8,18,24,0,1,3,"3",4.01816855695145,0.355128113434781,0.750000000034235,0.473504151224761,3.61812237085122,-2.87571087554434
"472",472,"control",55,50,27,3.7037037037037,6,8,11,9,13,27,0,0,13,"3",4.28512812762544,0.531001571717978,0.666666666636721,0.796502357612745,0.585581327136623,-7.50996804515587
"473",473,"control",57,57,20,5,16,14,17,12,29,24,0,3,16,"1",4.70513955418499,0.453212641483874,0.530301372672615,0.854632223936685,4.31773976145103,-9.47517290528372
"474",474,"control",55,56,25,12,16,10,16,8,28,22,0,0,8,"1",4.05751601992962,0.650851971376492,0.742985996737554,0.875994936962982,1.51268083351104,-3.74227139160356
"475",475,"control",60,59,38,2.63157894736842,10,9,10,9,24,29,1,4,9,"1",4.40435088041699,0.432366678280434,0.520878002630409,0.830072831060254,3.20499774921624,-8.1499555598366
"476",476,"control",59,57,25,8,12,12,12,8,29,25,0,1,2,"3",4.51397701305802,0.529444730648771,0.590909089780503,0.895983392039944,1.61760414979333,-9.10586730219248
"477",477,"control",59,59,37,0,11,9,10,9,28,24,0,1,18,"3",4.46181026135732,0.414793354791302,0.614129926961879,0.675416286653377,2.82213005552946,-8.92212158416245
"478",478,"control",54,52,33,0,22,20,14,16,25,21,1,13,28,"4",4.33813466785147,0.590832495468054,0.730769230710587,0.808507625442219,0.853338815220903,-7.95649385158668
"479",479,"control",54,54,37,2.7027027027027,11,9,7,13,15,19,0,0,1,"1",4.24288017803947,0.479348714751844,0.579587041486222,0.827052160315146,0.123904623529168,-6.61731131517352
"480",480,"control",50,49,34,17.6470588235294,10,12,13,8,20,29,18,16,21,"2",4.79795558226664,0.5945862389912,0.522198917146975,1.13862020672067,3.31913915056171,4.5206056572879
"481",481,"control",57,57,44,0,13,12,12,9,25,20,1,5,22,"1",4.65006793331415,0.432236087213199,0.654527719026569,0.660378582370861,6.04954462205417,-7.76810076756712
"482",482,"control",54,54,20,5,18,19,25,20,29,23,24,10,32,"4",4.45412916759282,0.621335329422759,0.730769230154922,0.850248346240628,1.43150501061665,-8.68175053418937
"483",483,"control",59,62,20,5,7,7,7,8,11,22,0,0,5,"3",4.3691620142271,0.524689231590878,0.611109332488741,0.85858487785497,1.73683585672488,-7.85404566334986
"484",484,"control",53,53,32,12.5,18,17,17,11,32,32,0,2,9,"1",4.09596333665326,0.361423754000778,0.443047532650106,0.815767445625772,0.115089058213588,-5.4979482037187
"485",485,"control",55,55,37,13.5135135135135,14,23,20,14,29,24,22,24,49,"4",5.16796153690035,0.543637014958762,0.503862379064411,1.07893948337283,6.15103746979003,1.77290713000137
"486",486,"control",57,57,42,11.9047619047619,7,7,17,8,23,24,0,0,13,"3",4.66814826698251,0.465738310389553,0.517115265552921,0.900646995774852,4.81479646280363,-9.06599868981381
"487",487,"control",50,49,59,1.69491525423729,10,10,14,8,19,18,25,21,39,"2",4.34821996384937,0.667782857768197,0.816179486480828,0.818181379009558,0.525709161779144,-7.8741164117425
"488",488,"control",55,57,37,5.40540540540541,10,11,9,9,21,23,0,1,15,"3",4.23388055610172,0.511365501756348,0.61111110343699,0.836779922472925,2.18296385706838,-6.70215630425516
"489",489,"control",55,55,37,0,12,9,7,8,24,22,0,0,4,"3",4.60487131442459,0.44462316627963,0.663014861654497,0.670608144695446,6.0158988627689,-8.03361208289415
"490",490,"control",53,55,40,0,18,9,12,8,29,33,6,8,20,"2",4.42320778327669,0.427022500734428,0.663075180353326,0.644003143816791,0.360358230960269,-8.60933557076344
"491",491,"control",54,53,29,10.3448275862069,17,14,15,16,25,26,0,0,10,"1",4.25146273420638,0.57286291037716,0.690108309348527,0.830105800230041,1.02710228423636,-6.22289749759399
"492",492,"control",54,55,27,11.1111111111111,18,17,16,17,24,18,2,12,26,"4",4.51987544643912,0.54082550090845,0.598275966240564,0.903973302332166,4.10168158124607,-8.74305299905645
"493",493,"control",59,59,34,0,12,14,13,10,27,22,0,3,14,"1",4.66057959494111,0.422531534528414,0.657729047251711,0.642409722200869,6.18629100532243,-7.73755939792552
"494",494,"control",54,56,26,11.5384615384615,7,11,9,11,12,30,0,0,5,"3",4.1678244740458,0.468057110663839,0.560472930005867,0.835111002879192,2.24289204308889,-6.01818157359094
"495",495,"control",58,58,31,9.67741935483871,8,9,11,9,23,30,10,13,27,"2",4.67016978072958,0.463454320820471,0.51307821372183,0.903282011252454,4.74583820634158,-9.15689812132362
"496",496,"control",59,55,29,10.3448275862069,7,8,11,9,33,21,0,14,24,"2",4.39510649966412,0.464763173829083,0.538978583170645,0.86230360229719,0.143825473841146,-7.69870745403031
"497",497,"control",57,54,59,1.69491525423729,7,11,10,9,23,35,1,7,2,"2",4.26589079882975,0.60002176252139,0.733359933761017,0.818181816184304,0.645398385095361,-6.67521930317233
"498",498,"control",53,54,26,7.69230769230769,7,7,7,8,13,43,0,0,0,"3",4.40378369787406,0.434333122708807,0.496910397374842,0.874067286584003,3.9354771717272,-7.88505829798933
"499",499,"control",43,40,51,0,10,18,14,16,29,24,8,4,39,"4",4.09672239269035,0.353595062440571,0.748138473920306,0.472633175229853,0.173920351097324,-5.88017088194522
"500",500,"control",59,60,48,2.08333333333333,7,9,7,8,10,23,1,1,6,"3",4.14867144091039,0.31228431557631,0.491626209592187,0.635206808512824,1.84399480009222,-6.16078704271533
"501",501,"control",61,60,29,0,12,15,16,8,26,31,1,1,21,"1",4.45182803657481,0.449452379653953,0.666666666695573,0.674178569451698,2.96334588345786,-8.75908241477366
"502",502,"control",51,56,32,6.25,9,10,8,11,23,23,9,14,27,"2",4.10501529882052,0.422616457334801,0.727357287437441,0.581030072337248,3.13411652120501,-1.24200592975168
"503",503,"control",53,54,28,10.7142857142857,13,15,8,10,18,26,17,12,21,"2",4.5629715016098,0.643751005581985,0.749999997241562,0.858334677266197,7.89338843765941,-3.51959261939944
"504",504,"control",57,58,38,2.63157894736842,12,17,14,8,31,26,4,0,19,"1",4.1350450012672,0.440299640330367,0.591453359061239,0.744436790466818,0.155517504622022,-6.57954298134847
"505",505,"control",58,55,35,8.57142857142857,17,21,16,11,31,21,12,12,46,"4",4.26718557001496,0.621459013237537,0.714306812738134,0.870016920117721,2.82052907356229,-6.36420581931579
"506",506,"control",59,61,44,0,8,20,19,10,19,22,4,1,17,"1",4.51963134860226,0.489333997841276,0.602086446784072,0.81273046496057,2.19879459188668,-9.28496434620778
"507",507,"control",61,58,55,0,14,8,12,9,26,21,6,13,21,"2",3.88873985540112,0.274616647271347,0.666666666247869,0.41192497116579,1.14299591744793,-3.11145254998967
"508",508,"control",57,52,20,30,26,30,26,27,38,29,12,13,25,"4",4.06992967413599,0.0647756411755934,0.450803367485829,0.143689346281624,3.80018343304281,0.930467968286573
"509",509,"control",53,53,42,0,13,12,16,9,29,24,0,0,6,"1",4.46659970905004,0.541173231102353,0.666666666026355,0.811759847433199,1.00957224366097,-8.87537536475173
"510",510,"control",57,54,40,5,8,7,10,10,18,20,0,0,16,"3",4.16661431964817,0.483860211181715,0.600570510824135,0.805667615144367,0.609214267417848,-6.25678294167335
"511",511,"control",57,57,29,0,13,12,15,8,26,22,6,5,31,"2",4.58153428949143,0.433860017270168,0.664743044356688,0.652673271203673,6.08575667956968,-8.01341944026812
"512",512,"control",58,60,31,0,7,7,7,8,13,29,0,0,3,"3",4.45014159652909,0.425667058816901,0.626705709945005,0.679213627803478,3.16728007554509,-8.72370938893148
"513",513,"control",54,55,40,7.5,12,15,20,10,22,25,5,11,27,"4",4.32792588662268,0.514707882901941,0.593962940048207,0.866565652833772,2.85131077706398,-7.84097350286232
"514",514,"control",60,59,43,9.30232558139535,8,7,8,8,23,24,0,0,3,"3",4.61386607430162,0.497059818235302,0.551205044191786,0.901769356926196,1.96389469115683,-9.7427238592892
"515",515,"control",58,59,29,0,11,11,12,9,22,24,0,0,19,"3",4.45753027710013,0.411694551777079,0.609080091979053,0.675928432399392,2.03211146193675,-9.03771533919385
"516",516,"control",53,48,35,2.85714285714286,13,15,13,11,27,23,0,8,25,"1",3.93851630038805,0.815285695639941,0.996460296235772,0.818181816897034,0.0324673622037905,-6.52919370606893
"517",517,"control",52,51,21,0,18,15,13,17,36,25,4,16,40,"4",4.41804958730639,0.460219530099154,0.749999998474667,0.613626041380184,6.76490417803959,-4.34647117900048
"518",518,"control",53,52,40,2.5,9,11,11,8,24,19,1,3,8,"1",4.30594459654869,0.530653533509274,0.666666666651496,0.795980300282024,0.106846167263638,-8.94763487150482
"519",519,"control",55,55,34,2.94117647058824,7,7,7,8,14,25,0,0,2,"3",4.32532857129967,0.545272403587817,0.673692646243712,0.809378589224739,2.74478417573204,-7.60515713827571
"520",520,"control",58,58,53,0,7,9,11,8,17,28,0,0,7,"3",4.60428989185202,0.442673261020229,0.663434020962907,0.667245343218507,5.65540748176946,-8.3790333461203
"521",521,"control",59,58,38,7.89473684210526,8,12,10,9,22,29,2,3,6,"1",4.53217482645191,0.531786066036506,0.589242001477303,0.902491785553732,4.28681532110658,-8.71658291058526
"522",522,"control",47,45,20,25,30,29,25,30,33,31,21,18,26,"4",4.27100356795446,0.721583173085613,0.540712225866264,1.3345050075936,0.544203651064007,1.50143718750914
"523",523,"control",51,53,43,2.32558139534884,14,16,13,9,23,29,15,12,24,"2",4.4649950505873,0.501532458789015,0.590909090937058,0.84874723791047,2.09324937496426,-8.8992888165515
"524",524,"control",61,62,38,5.26315789473684,7,7,7,8,14,12,2,13,8,"2",4.50855071658457,0.471550030080784,0.585285136247749,0.805675731155384,7.06348477345645,-5.41639626651707
"525",525,"control",58,56,44,9.09090909090909,18,14,15,12,26,22,0,1,28,"1",4.12153060076155,0.404093741058565,0.530296683840122,0.762014459778131,1.11475922400155,-4.74799990034204
"526",526,"control",51,46,27,0,13,9,8,9,21,34,23,11,16,"2",3.85941316930889,0.597913155945111,0.730782743355888,0.818181821315846,0.0506428377998033,-5.35301717065243
"527",527,"control",56,55,37,5.40540540540541,11,15,12,15,17,27,2,5,25,"1",4.46191570113151,0.67094005405185,0.730769180365028,0.918128558345478,0.475250466214312,-8.85661009630426
"528",528,"control",58,54,31,6.45161290322581,9,16,7,8,21,21,15,15,39,"2",4.28824793861266,0.590151109071395,0.665995867159363,0.886118275160678,1.38850896299784,-7.66838361559535
"529",529,"control",59,57,48,2.08333333333333,12,11,12,7,29,27,0,0,30,"1",4.03750998916426,0.492498530003082,0.760086302053208,0.647950803313656,1.79992000904815,-4.33444815197493
"530",530,"control",60,57,42,0,7,7,7,7,13,19,0,0,12,"3",4.25507607176632,0.660983772812904,0.831013491473961,0.795394755433541,0.973147138802804,-7.16446364730991
"531",531,"control",62,62,34,2.94117647058824,7,13,7,9,15,21,6,25,37,"2",4.66819779508264,0.511445248179865,0.614482951961696,0.832318043237994,6.41550169398123,-7.49128971026389
"532",532,"control",58,58,41,2.4390243902439,12,20,12,8,37,45,0,7,35,"4",4.66131292305846,0.418796847527064,0.512097037741377,0.817807596337958,3.78912169815913,-9.91639765044832
"533",533,"control",60,60,38,5.26315789473684,18,21,14,20,29,28,6,9,32,"4",4.69369278044412,0.512870200602081,0.606043064487298,0.84626032481035,7.042525787829,-6.64569426958162
"534",534,"control",61,60,46,4.34782608695652,24,16,13,13,12,29,7,10,26,"4",4.55543828639415,0.505142669490058,0.58007082951818,0.870829291501593,2.54245235385422,-9.35760594668424
"535",535,"control",55,56,33,0,17,18,18,8,30,21,2,1,36,"1",4.24754508703942,0.419520219617053,0.666666666661515,0.629280329430442,0.104256308104895,-8.86011929826472
"536",536,"control",53,54,23,13.0434782608696,7,16,16,8,18,23,5,16,20,"2",4.00301419681739,0.515289947764692,0.603419050303671,0.853950413904519,0.0453818900897757,-3.03123773913654
"537",537,"control",50,50,33,18.1818181818182,24,21,21,24,30,28,15,15,40,"4",4.0512870291401,0.423935301742236,0.517424620863717,0.819317992705057,4.78572429498807e-07,-2.2835435825407
"538",538,"control",60,59,60,10,20,13,15,11,35,24,32,8,17,"4",4.07089111691504,0.501007201875655,0.647486561114128,0.773772356006237,3.39105947924729,-3.7305619107954
"539",539,"control",59,59,37,2.7027027027027,7,10,10,8,13,18,0,1,11,"3",4.66020758135591,0.499786005501241,0.609073672595837,0.820567409146387,6.71219614786225,-7.14337244543016
"540",540,"control",56,52,40,5,15,23,20,8,32,23,6,22,39,"4",3.9661078437742,0.609315860191229,0.754206109776438,0.807890379424058,0.00818946761117985,-6.21715873161914
"541",541,"control",61,61,36,0,13,12,12,8,25,26,2,6,19,"1",4.44219478064347,0.439548878149634,0.666666666696857,0.659323317194593,2.09049553804718,-8.89027935193054
"542",542,"control",55,55,60,1.66666666666667,9,9,11,8,15,21,0,0,11,"3",4.64135358148261,0.516446328813883,0.633017024146306,0.815849035830226,6.1195708017818,-7.92870958271934
"543",543,"control",57,54,42,2.38095238095238,13,10,15,8,27,21,4,11,17,"2",4.356221557517,0.54546700564197,0.666666668779429,0.81820050586996,1.15085464332061,-7.73665574042375
"544",544,"control",57,56,38,0,17,9,14,9,27,21,4,18,33,"2",4.31194541291614,0.415555865674075,0.549331538773697,0.75647552769634,1.49077759442401,-7.6786849090477
"545",545,"control",56,57,44,6.81818181818182,24,18,17,16,37,30,23,20,37,"4",4.1543368391742,0.434028139666592,0.558195722977918,0.777555473465643,0.492031174143609,-5.0751454272869
"546",546,"control",53,53,38,7.89473684210526,7,8,7,8,16,26,1,0,7,"3",4.30506139759456,0.55989433897302,0.666666666579162,0.839841508569765,0.923712704434905,-6.62103978924615
"547",547,"control",60,59,38,15.7894736842105,30,24,24,19,41,32,1,5,32,"4",4.17361293561551,0.529249410750754,0.61111111105351,0.866044490401046,4.16125770296936,-4.98114711771661
"548",548,"control",45,46,31,0,8,13,14,8,13,21,26,26,30,"2",4.40859799366538,0.439893857281532,0.666666666687707,0.659840785901473,2.14151277315497,-8.62217419189735
"549",549,"control",55,55,38,5.26315789473684,17,18,23,15,33,41,2,4,38,"4",4.08471528280541,0.647150940085019,0.760377848986658,0.851091258046859,0.127246495462972,-6.57782699467626
"550",550,"control",58,55,43,2.32558139534884,7,8,7,8,13,18,0,0,3,"3",4.2471114846564,0.676750158818247,0.828420654783424,0.81691608594087,0.532161512538482,-6.92249114346307
"551",551,"control",60,61,39,5.12820512820513,7,8,7,8,23,31,3,8,2,"2",4.45663318840987,0.460254737456392,0.537471222243585,0.856333731758018,1.67346567456302,-8.65675865085941
"552",552,"control",57,53,26,0,7,7,7,9,28,23,0,0,6,"3",4.3949193042363,0.439143847466766,0.666666666688099,0.658715771178972,1.53066473252779,-8.55271096446709
"553",553,"control",60,59,33,0,13,17,13,11,28,23,2,3,20,"1",4.13728217960217,0.275369503610752,0.549395971485429,0.501222283931609,0.400003742095623,-6.37330495869798
"554",554,"control",56,56,45,0,8,10,11,8,20,19,0,0,13,"3",4.28276836711399,0.555814703270871,0.679329085261007,0.818181813983895,0.433677735042906,-7.15731343765285
"555",555,"control",54,52,35,14.2857142857143,10,14,19,12,17,34,0,0,11,"1",4.05720520298115,0.527385350836384,0.618577261208828,0.852577978385051,2.19840539389274e-07,-4.92877247546536
"556",556,"control",59,58,21,0,9,10,10,11,24,32,5,0,21,"1",4.39895478181779,0.44446356112469,0.666666666691489,0.666695341662212,1.82386198295579,-8.57589093650089
"557",557,"control",51,50,22,0,15,8,11,10,33,26,16,17,14,"2",4.25331207733503,0.531795084284877,0.666666666662229,0.797692626432625,0.743754344082478,-7.20246765586355
"558",558,"control",57,57,36,2.77777777777778,21,10,16,13,30,27,30,25,27,"4",4.0821663149736,0.446681331841553,0.666666660890231,0.670022003567838,1.36646797817989,-5.07945562950238
"559",559,"control",58,57,34,0,18,15,14,15,28,24,0,0,11,"1",4.51204814994358,0.442965953868099,0.64478835552296,0.686994344847975,4.39259059795018,-8.61944421522713
"560",560,"control",56,56,52,1.92307692307692,14,14,11,8,26,26,0,1,4,"1",4.31501988122448,0.499999635228483,0.611110664856036,0.818181818748445,2.7721687155632,-7.63231766771361
"561",561,"control",61,53,37,2.7027027027027,13,8,11,7,33,23,0,5,16,"1",4.17724465160011,0.545738779757341,0.667009866202526,0.818186967554745,0.0579046274316794,-4.8901220266006
"562",562,"control",40,39,26,3.84615384615385,22,23,15,26,37,40,17,20,37,"4",4.086851125751,0.618806176060541,0.763862609070103,0.810101409223122,0.834521559544092,-6.29959193234247
"563",563,"control",54,54,60,6.66666666666667,14,24,17,16,24,23,16,11,33,"4",4.23023914697776,0.577607728218307,0.705962563799175,0.818184642978631,0.628486205685714,-5.42370295321658
"564",564,"control",57,57,31,0,17,16,15,19,29,22,4,7,20,"4",4.48335291811896,0.392933136889254,0.590909090929056,0.664963770097809,1.20886589160279,-9.25025541895957
"565",565,"control",62,62,45,0,11,8,8,9,28,26,0,0,9,"3",4.36847665732242,0.498742888632624,0.62733408038949,0.795019598366108,2.31724655196642,-8.10121677960963
"566",566,"control",58,53,25,0,8,8,12,8,13,25,2,0,11,"1",3.91449403441387,0.542842200227227,0.666666666191442,0.814263300921277,0.0456229260648699,-7.31852682001679
"567",567,"control",58,58,48,0,8,7,7,8,29,25,0,0,7,"3",4.60467457361226,0.436454636489176,0.653868394941837,0.667496150395829,5.88159150775894,-8.23448495516652
"568",568,"control",52,50,53,0,14,19,17,16,27,22,1,8,25,"1",4.50141478041451,0.541113570669156,0.66666666623159,0.811670356533442,1.62850777632264,-9.11169132178926
"569",569,"control",61,61,59,0,13,12,17,11,22,26,0,6,22,"1",4.54487591575825,0.443725749539559,0.658680930183507,0.673658108510805,5.4662448887251,-8.76749628073918
"570",570,"control",58,56,36,5.55555555555556,13,12,14,9,22,28,0,0,18,"1",4.37906065466439,0.559857297191127,0.666666666434316,0.839785946079378,2.22011665714525,-7.91963551223342
"571",571,"control",59,59,40,2.5,7,10,16,8,26,27,0,6,10,"1",4.67568739661333,0.428520857397263,0.520435590914812,0.823388839806319,3.47417943308927,-10.0373049102701
"572",572,"control",59,58,46,2.17391304347826,8,10,12,11,22,26,0,2,18,"1",4.37578711857894,0.529124653681675,0.674045842562267,0.784998022790706,0.661775855320378,-8.17620427416425
"573",573,"control",60,56,46,4.34782608695652,20,25,10,15,31,27,0,0,19,"1",4.28113542067021,0.550871530475419,0.668287966456653,0.824302633184029,1.25327044123303,-7.50232495339528
"574",574,"control",57,54,23,0,14,7,11,8,36,26,1,5,13,"1",4.19224559173401,0.463624231770913,0.566651838286178,0.818181818968647,0.136045635157171,-6.24204354954651
"575",575,"control",55,55,40,2.5,14,14,14,14,30,33,3,6,43,"1",4.38063661382148,0.497822120172693,0.608449259899565,0.818181815612475,3.70807234396539,-7.98086633657942
"576",576,"control",58,57,42,11.9047619047619,11,7,9,8,33,35,2,6,7,"2",4.30630607516568,0.537584280984897,0.597053640987982,0.900395281226864,0.840761263599831,-7.18666356022827
"577",577,"control",59,57,37,0,11,13,13,12,30,27,0,0,11,"1",4.18481734049754,0.376223755625636,0.508412868867459,0.73999652381678,1.73390909133799,-6.28514946561186
"578",578,"control",55,56,36,2.77777777777778,16,23,22,18,23,21,24,5,34,"4",4.1750918910587,0.438833519187713,0.591400324680668,0.742024481343775,3.76801010136779,-5.73249310281002
"579",579,"control",50,51,48,0,8,7,15,8,26,26,4,0,8,"1",4.45587809617512,0.43750312732801,0.668247317144614,0.654702407482065,2.47108004039523,-8.95434493179527
"580",580,"control",58,60,29,0,8,12,16,11,21,21,10,1,20,"2",4.25999838924392,0.423116790594516,0.687854736392653,0.615125212066556,4.72576627121489,-5.86908643204174
"581",581,"control",53,53,32,9.375,7,15,17,10,10,21,22,20,22,"2",4.18948656689668,0.6049378110154,0.706324299130508,0.856459011476859,1.4383920741236,-5.93071546189393
"582",582,"control",56,55,40,0,12,14,15,9,20,23,5,6,14,"2",4.43576619487178,0.460753110198131,0.573050543261716,0.804035727067973,2.44145899516123,-8.60369171553628
"583",583,"control",54,53,34,0,10,7,8,8,20,24,0,4,6,"2",4.45243005129956,0.44927692282891,0.666666666698604,0.67391538421108,2.79375676152028,-8.8275862851447
"584",584,"control",60,57,34,23.5294117647059,10,14,15,13,22,22,6,2,18,"1",4.22271779609106,0.625096045059284,0.666666665742676,0.937644068888488,2.74477152037773,-6.84954681718301
"585",585,"control",49,42,24,16.6666666666667,9,14,10,8,25,31,31,14,28,"2",4.58702605198035,0.857421437799217,0.490331060699289,1.74865821589275,2.25695664178085,2.31172514447044
"586",586,"control",61,61,27,0,7,8,8,11,18,23,0,0,11,"3",4.62737462129981,0.445978528487606,0.656305797056227,0.679528552830074,6.41694338724801,-7.62287072180549
"587",587,"control",55,53,37,0,10,10,9,9,17,23,0,0,6,"3",4.43142057948504,0.432981582279996,0.666666666694879,0.649472373392509,0.929045083442803,-8.85931959839867
"588",588,"control",54,55,46,28.2608695652174,27,17,24,18,39,36,40,30,41,"4",4.40591919067173,0.260893037015445,0.432220186347456,0.603611412091051,4.72684000476192,-0.511132157898382
"589",589,"control",61,61,50,0,13,7,7,8,29,20,0,0,26,"3",4.65032484706815,0.416764684027593,0.515229802668435,0.808890871353172,3.18960182784048,-9.99686073769359
"590",590,"control",55,53,32,12.5,8,8,8,9,27,27,0,1,12,"3",4.2584715889337,0.674121509304207,0.730769230229404,0.922482066045099,0.73218152028262,-6.86362955321111
"591",591,"control",54,52,26,7.69230769230769,7,7,9,7,19,19,0,0,0,"3",4.16322390369814,0.605488200476977,0.730769226421009,0.828562805582818,2.4398664251617,-5.79695872623671
"592",592,"control",59,57,24,4.16666666666667,12,11,21,9,27,29,2,2,16,"1",4.12305131430898,0.462195875369012,0.611111111031653,0.756320523429449,3.35193858900218,-5.24063597041332
"593",593,"control",61,63,26,3.84615384615385,15,20,14,10,14,25,4,4,16,"1",4.39155352773887,0.575389709270234,0.666666666495398,0.86308456412708,1.92315446501508,-8.08416483721711
"594",594,"control",59,58,58,1.72413793103448,11,9,18,8,31,20,2,0,21,"1",4.56095909754417,0.47562337425746,0.590046707623705,0.806077498801642,2.50121814960628,-9.54417795236084
"595",595,"control",57,55,37,0,11,10,8,8,30,27,0,11,12,"2",4.30521178227297,0.61485006811729,0.73076923065392,0.841373777556424,0.264544150977545,-6.5412205928476
"596",596,"control",49,49,33,0,13,10,11,10,22,27,0,0,23,"3",4.60057258861918,0.433251443102928,0.65958338432428,0.656856211662728,5.74252526121658,-8.41778548687938
"597",597,"control",64,60,42,11.9047619047619,13,9,10,9,18,22,0,1,17,"3",4.23137329982537,0.521612465333366,0.590909090938382,0.882728787443478,2.05513082979043,-7.20770484953472
"598",598,"control",57,56,48,6.25,14,9,14,12,35,28,2,4,10,"1",4.38075047115895,0.595047907532699,0.692789936043387,0.858915345871065,4.04734470711761,-7.23404360546215
"599",599,"control",56,56,47,4.25531914893617,7,7,7,8,12,27,0,0,7,"3",4.11931188066542,0.368099580870093,0.496818057666299,0.740914254604926,1.27065813637882,-5.77668117279207
"600",600,"control",55,55,60,0,15,13,18,8,34,23,5,6,24,"2",4.5426186514172,0.426976409275083,0.660469919172019,0.646473665008621,6.01605850631048,-8.34336092050397
"601",601,"control",51,48,53,9.43396226415094,10,7,9,8,29,36,13,14,4,"2",4.1389726362998,0.370161970428915,0.458784952820006,0.806831104973357,1.59826382219085,-5.85346741828933
"602",602,"control",55,56,36,0,14,16,17,16,24,22,0,0,21,"1",4.4052833461183,0.439075663717712,0.666666666696787,0.658613495546812,1.88497425937692,-8.6344914802587
"603",603,"control",57,55,47,0,18,24,16,8,34,24,17,10,47,"4",4.44167319262114,0.41939346882761,0.666666666690875,0.629090203218571,0.804884107662201,-8.93481495202581
"604",604,"control",42,50,20,45,14,21,18,17,30,25,20,17,43,"4",3.75389575507956,0.572365404648306,0.32945004465935,1.73733594493857,1.04123036679248,0.564647911820905
"605",605,"control",57,52,25,0,15,6,8,9,39,34,4,11,14,"2",4.2463609729096,0.602955203296362,0.756436510710751,0.797099551328931,0.554524508511723,-6.9548205473998
"606",606,"control",56,56,42,0,9,8,10,8,21,14,0,0,4,"3",4.55032219152161,0.423284669348563,0.660782796072739,0.640580644448207,6.21745087623102,-8.11646820723149
