"","id","version","classification.score.1","classification.score.2","give.trials","deception.score","INT","LIF","AFF","ANT","mach_total","nar_total","pers_sum","ref_sum","bor_total","lpa","lambda","eta","gamma","eta.gamma","alpha","beta"
"56",56,"comp",57,59,41,56.0975609756098,13,12,10,12,42,33,0,3,23,"1",3.79847572823328,1.01498492354482,1.13295237149784,-0.11796744795302,1.75333413676325,-6.239639631989
"57",57,"comp",58,56,57,38.5964912280702,14,21,19,8,31,25,8,6,31,"4",4.12564628690924,0.232554625920381,0.175862055851891,0.05669257006849,4.03065881510893,-6.87409509377797
"58",58,"comp",57,57,29,48.2758620689655,14,13,14,14,25,22,0,2,8,"1",4.84923697177319,1.06668332305411,1.08044459335243,-0.0137612702983201,5.03681399947446,-9.37142814690097
"59",59,"comp",57,55,27,25.9259259259259,20,14,11,10,21,27,1,5,12,"1",3.78917652648743,1.03642687202442,0.875924811233024,0.160502060791396,0.215729110568644,-5.21066628088078
"60",60,"comp",60,61,46,80.4347826086957,16,12,18,11,31,25,0,1,42,"1",3.78208630113126,0.961915786401462,1.27908736036632,-0.317171573964858,0.539392633081551,-6.30473186762461
"61",61,"comp",58,58,39,89.7435897435898,12,15,16,9,22,22,1,0,11,"1",4.8114964955948,1.88765358074592,2.21600814955852,-0.3283545688126,5.39496371484232,-8.79790599402962
"62",62,"comp",57,55,26,19.2307692307692,8,8,10,11,12,22,3,4,10,"1",4.03436640118081,0.791157477971986,0.565919581735214,0.225237896236772,1.82839167027234,-6.90507920992875
"63",63,"comp",54,53,50,82,13,13,13,11,19,27,1,0,17,"1",4.09979876926262,1.47849444991645,1.79374465427792,-0.31525020436147,0.741344595065837,-7.92203065431299
"64",64,"comp",52,49,36,61.1111111111111,7,7,11,12,13,23,0,1,4,"1",4.47651957678108,1.16005752428028,1.29538077531993,-0.13532325103965,4.09062876483469,-4.40099264672521
"65",65,"comp",59,57,46,0,10,16,12,8,37,33,14,5,36,"2",3.6671127373157,1.37172710630314,0.659200633193401,0.712526473109739,1.02919574734598,-5.86213811224524
"66",66,"comp",53,52,40,0,13,14,12,10,20,23,0,0,15,"1",3.39312914497559,1.44820116833569,0.872638619064755,0.575562549270935,9.87642961415226e-08,-8.95605461863454
"67",67,"comp",58,56,31,25.8064516129032,14,19,17,12,28,25,14,10,37,"4",4.04457278707208,1.89107804999564,1.79374464710557,0.0973334028900701,3.11249845547079,-7.24170096149451
"68",68,"comp",62,61,39,5.12820512820513,8,11,9,10,16,28,10,15,6,"2",4.21970553083924,1.31045498511637,0.947021919522764,0.363433065593606,0.623034033613468,-8.25589574230399
"69",69,"comp",57,57,41,4.8780487804878,10,10,13,7,16,21,2,4,8,"1",4.28174188560869,0.452536980273134,0.255008994116547,0.197527986156587,2.38855733180675,-8.68740767659538
"70",70,"comp",58,58,36,11.1111111111111,10,8,12,9,21,26,0,0,6,"3",4.84618183835807,0.607521555684168,0.471159019322828,0.13636253636134,6.23991326720738,-7.61230055625726
"71",71,"comp",54,55,48,8.33333333333333,9,15,17,11,20,26,0,0,11,"1",3.93466519876173,0.650008817100174,0.449151363994634,0.20085745310554,2.51667742314131,-6.89913717351656
"72",72,"comp",58,58,41,0,12,14,13,12,21,23,0,0,23,"1",4.77208295951708,1.62641560778848,0.920816753878925,0.705598853909555,4.68089867597912,-9.40986411589058
"73",73,"comp",63,62,48,83.3333333333333,22,20,15,13,33,25,10,8,32,"4",4.00253331645815,1.26853689742474,1.6137498700088,-0.34521297258406,3.19588154919662,-6.36476996718478
"74",74,"comp",57,57,35,71.4285714285714,11,7,12,12,24,29,0,0,0,"1",4.86146626691315,0.662655846523294,0.750554934729375,-0.0878990882060809,6.61425912713863,-7.10742442770743
"75",75,"comp",59,57,29,10.3448275862069,8,7,14,8,15,20,0,0,3,"3",4.34453119970175,1.11653213956054,0.92994050582656,0.18659163373398,1.55191426419505,-8.95087934684995
"76",76,"comp",50,51,20,30,13,10,12,8,37,39,6,9,15,"2",3.02637348870901,1.06178646187967,0.884632689623353,0.177153772256317,6.36803069211383e-08,-4.78556164892066
"77",77,"comp",45,45,20,10,24,25,24,11,38,36,20,6,32,"4",4.18509773045197,1.0100634073154,0.65827445592605,0.35178895138935,4.94222475956515,-5.7517830586233
"78",78,"comp",51,49,20,5,11,13,11,8,17,36,0,0,5,"3",3.74798810685018,0.255935511322389,5.42792207526736e-08,0.255935457043168,0.619070114537864,-5.86194819847985
"79",79,"comp",57,55,26,11.5384615384615,14,17,18,18,22,26,0,0,9,"1",3.99465658951822,1.49518525066581,1.20245639955204,0.29272885111377,2.43618258064542,-7.28560419825652
"80",80,"comp",57,58,20,10,11,11,9,8,15,21,1,4,10,"1",4.51646363865969,0.438130808374418,0.301985498457336,0.136145309917082,4.53095901622829,-8.36492784348791
"81",81,"comp",57,57,31,70.9677419354839,14,8,12,8,32,28,7,4,21,"2",3.84920701350409,1.84089675382257,2.00636091195106,-0.16546415812849,0.473725736912471,-6.91023060994054
"82",82,"comp",59,57,57,71.9298245614035,7,10,10,7,31,29,0,1,6,"3",3.78871834697971,1.12942053920903,1.33566121016055,-0.20624067095152,2.17256589282937,-6.21284026907918
"83",83,"comp",57,57,28,53.5714285714286,7,8,7,8,17,18,0,0,25,"3",4.28389622849968,0.411739895270214,0.449097468118197,-0.037357572847983,3.73341221940554,-8.00458415054007
"84",84,"comp",58,58,47,2.12765957446809,11,15,14,8,29,22,0,2,3,"1",4.32295832756862,1.18000607783011,0.922240717381427,0.257765360448683,0.756313104919589,-8.66857134760272
"85",85,"comp",48,46,30,63.3333333333333,11,11,9,10,23,19,0,1,12,"3",2.99836451559465,0.596603468888255,1.09089344052359,-0.494289971635335,0.0300380972836257,-3.88656753538636
"86",86,"comp",61,62,54,1.85185185185185,7,8,9,8,26,38,0,0,0,"3",4.35118527798722,0.355207272547882,0.0456619033721192,0.309545369175763,2.87778601098404,-8.7321777974375
"87",87,"comp",57,58,34,44.1176470588235,19,13,19,12,29,25,0,2,18,"1",3.98374812476312,1.56321928465698,1.54176916270475,0.0214501219522298,3.12174682536578,-6.87049892340521
"88",88,"comp",60,60,56,96.4285714285714,11,14,12,9,18,29,1,5,20,"1",4.54536053158788,0.723700389568457,1.05936160699678,-0.335661217428323,4.3502212965725,-8.62715046821306
"89",89,"comp",58,57,20,10,11,8,9,8,14,28,0,0,5,"3",4.46166258464675,0.537565908659144,0.418441176378846,0.119124732280298,4.51778530190655,-8.06435788093861
"90",90,"comp",57,58,32,15.625,7,7,11,8,16,26,1,2,10,"1",3.87092187069144,1.23984277130075,1.02184067272166,0.21800209857909,0.235586923519012,-5.84918924877107
"91",91,"comp",54,58,37,32.4324324324324,7,7,7,8,19,28,0,0,0,"3",3.81377902753284,0.898797503875569,0.832743209267478,0.066054294608091,1.92592776580362,-6.41153492118734
"92",92,"comp",57,56,34,73.5294117647059,10,10,10,8,30,31,1,0,0,"3",3.74256760387201,1.02295877228616,1.33566121452628,-0.31270244224012,3.33808915543943,-4.44361654762486
"93",93,"comp",58,57,42,0,9,10,18,8,30,21,0,0,16,"1",4.1348398850497,1.08815157892158,0.262975376690394,0.825176202231186,4.30729011581609,-6.03778201447867
"94",94,"comp",38,45,36,22.2222222222222,15,12,11,10,29,26,7,6,31,"2",2.96910825656568,1.24250922854137,1.5515437641967,-0.30903453565533,0.0258876559211913,1.71686857608361
"95",95,"comp",62,63,20,45,19,13,14,16,20,28,0,0,0,"1",4.53899972933615,1.35488772506769,1.33566121527688,0.01922650979081,4.11682026567178,-8.92352258136133
"96",96,"comp",62,61,41,7.31707317073171,11,7,12,12,33,32,0,0,18,"1",4.3362451275437,0.62860154295813,0.427523654530067,0.201077888428063,2.20640092218436,-8.68007138546985
"97",97,"comp",55,55,32,0,9,11,7,8,16,23,0,0,24,"3",4.75121403624321,1.05021445949449,0.314398690318886,0.735815769175604,5.13378325586981,-8.86488434561518
"98",98,"comp",56,56,59,0,11,18,14,9,21,25,0,1,19,"1",4.65265587684838,1.46420178759598,1.08516476826132,0.37903701933466,2.83358983183789,-9.98355145973497
"99",99,"comp",56,52,36,5.55555555555556,14,10,9,8,16,39,0,1,29,"3",4.07336508169209,0.771788572754458,0.479393459778703,0.292395112975755,0.142919305078565,-7.62343885108803
"100",100,"comp",39,38,37,2.7027027027027,7,9,8,8,22,32,13,8,26,"2",4.48622494694215,0.616438845388374,0.345456318537843,0.270982526850531,4.52631575389654,-8.31156678438636
"101",101,"comp",54,54,44,4.54545454545455,7,7,7,8,16,21,0,0,1,"3",3.42362250440032,0.949310254346431,0.664338776853535,0.284971477492896,0.0102436853771118,-8.37478719860408
"102",102,"comp",45,46,24,33.3333333333333,7,10,7,9,27,36,23,6,21,"2",2.35818548038206,0.537316095398377,0.664338780020761,-0.127022684622384,0.00482059690304377,-3.49416189772001
"103",103,"comp",53,55,49,2.04081632653061,17,17,14,14,21,11,0,0,28,"1",3.87818573852718,1.82160129923997,1.33566121225286,0.48594008698711,1.90815829534678,-7.34524587213947
"104",104,"comp",55,54,40,27.5,15,13,16,8,31,23,38,19,19,"4",3.68749308380925,1.02137611265949,0.907976198343126,0.113399914316364,0.386034894141863,-5.49931336293132
"105",105,"comp",49,46,42,14.2857142857143,7,9,8,9,16,18,0,0,9,"3",2.91003732801526,1.16393028332012,1.17759103761703e-07,1.16393016556102,0.296772759568204,-1.71283195535013
"106",106,"comp",53,54,25,4,15,8,7,7,20,27,0,0,5,"3",4.12578822722933,0.954674935557776,0.604509173922657,0.350165761635119,1.90021614998105,-7.9478550526113
"107",107,"comp",57,58,31,51.6129032258064,12,14,12,13,31,30,3,6,17,"1",4.25112106506662,0.82592542648479,0.892588410192489,-0.0666629837076991,4.05961412647679,-6.30689232397313
"108",108,"comp",59,59,53,11.3207547169811,28,23,27,34,38,32,23,18,35,"4",4.79146119255692,2.08699528871819,1.8179379446588,0.26905734405939,5.75671851868518,-8.28739836928231
"109",109,"comp",53,54,38,63.1578947368421,20,12,16,11,31,37,1,5,15,"1",4.3787860656764,0.99052480769987,1.05421391258414,-0.0636891048842702,4.90939972710905,-7.31973729437128
"110",110,"comp",50,54,28,32.1428571428571,19,10,10,8,31,25,17,10,36,"2",3.62313145737122,0.992236888788524,0.868916593543881,0.123320295244643,1.58694437435965,-4.04969584478035
"111",111,"comp",61,62,54,79.6296296296296,12,20,13,10,26,24,4,6,38,"1",4.60479364127862,0.520847864051443,0.60716399206327,-0.086316128011827,2.66256443450546,-10.0142028156355
"112",112,"comp",56,54,59,6.77966101694915,30,19,20,20,37,31,25,19,32,"4",4.13007408733266,0.458296819944699,0.186992907259408,0.271303912685291,2.98991141559253,-7.33676462980746
"113",113,"comp",55,54,23,0,9,7,15,8,20,21,2,6,18,"2",4.37780397119502,1.04350570102815,0.249761046834273,0.793744654193877,3.4950649609293,-8.69848308249252
"114",114,"comp",57,56,43,13.953488372093,9,9,7,11,29,22,0,2,7,"1",4.29483553560368,0.77288947261795,0.63983411114065,0.1330553614773,2.67086508760852,-8.59191267247471
"115",115,"comp",52,50,31,22.5806451612903,16,20,18,16,32,27,1,3,23,"1",3.84892864402647,1.25259549922685,1.05081500837746,0.20178049084939,0.383848639545712,-6.08574818188571
"116",116,"comp",59,58,43,2.32558139534884,10,7,10,8,18,30,1,0,8,"3",3.82058554750405,1.85521514011196,1.17442906764549,0.68078607246647,2.15457801395835,-5.822924829839
"117",117,"comp",58,58,25,20,24,27,23,21,38,32,28,24,34,"4",3.52230127963952,0.568185583451884,0.23739627595997,0.330789307491914,1.81578343991775,-3.78800727064729
"118",118,"comp",48,50,29,20.6896551724138,7,7,10,8,13,25,8,0,23,"2",3.91158040011796,0.836058364342168,0.983749298906839,-0.147690934564671,1.38778608016234,0.622072945222943
"119",119,"comp",64,62,38,92.1052631578947,17,18,23,14,29,27,0,1,22,"1",3.96841655638232,1.40431822274939,1.79374465424179,-0.3894264314924,2.44673459153122,-7.20454294301237
"120",120,"comp",53,48,60,65,7,7,7,11,12,21,0,0,6,"3",4.85697155344637,2.40401436646062,1.31864326800124,1.08537109845938,1.72852165022703,2.33264397147024
"121",121,"comp",53,54,43,2.32558139534884,8,13,14,10,21,36,3,1,10,"1",4.4331640227436,0.754979431240019,0.469731411368173,0.285248019871846,3.96261483295763,-8.43691924122634
"122",122,"comp",58,58,59,5.08474576271187,11,11,12,10,23,24,0,4,14,"1",4.77548687134403,1.21211053390659,1.05295622408956,0.15915430981703,4.18288275147426,-9.18891579366499
"123",123,"comp",52,53,37,16.2162162162162,10,21,12,8,15,20,3,7,10,"1",3.92113080696711,1.49001045071255,1.25193135349638,0.23807909721617,0.654691467413861,-6.05242842906645
"124",124,"comp",59,59,32,0,13,9,14,8,27,16,1,2,15,"1",4.27141691741316,0.288019822913914,0.0181256661795012,0.269894156734413,2.53167969916565,-8.59306542757573
"125",125,"comp",56,55,21,38.0952380952381,9,17,13,8,21,28,0,0,5,"1",4.08036118176784,0.420285225452614,0.411966562712766,0.00831866273984799,2.11729919857971,-7.18125872792302
"126",126,"comp",55,58,42,16.6666666666667,16,16,16,14,23,25,15,1,37,"4",3.8036710872782,1.31409046873713,1.08668823729465,0.22740223144248,0.346132555679573,-5.85227190299056
"127",127,"comp",55,55,26,15.3846153846154,7,7,8,9,26,21,0,0,14,"3",4.00636356412805,2.05203057076957,1.79374464180839,0.25828592896118,3.08260412813495,-7.12805347590148
"128",128,"comp",50,50,60,90,14,13,12,13,28,21,1,5,16,"1",3.89363096355648,0.397818459232346,0.674886979195718,-0.277068519963372,2.46439158955983,-6.80110305893805
"129",129,"comp",57,56,24,66.6666666666667,14,14,14,16,22,22,0,0,23,"1",3.49132470802111,0.873870842366394,1.33566120793854,-0.461790365572146,0.900714554826365,-3.64413948285726
"130",130,"comp",61,61,23,26.0869565217391,8,8,7,7,14,20,0,0,5,"3",4.07581583604329,1.18532166626576,1.12485618621786,0.0604654800478999,5.4061545769993e-08,-11.8185898175766
"131",131,"comp",53,53,20,10,14,14,14,16,18,23,0,0,24,"1",4.84760523549003,0.480583858958034,0.351162928250374,0.12942093070766,5.98466647092189,-8.19914321259048
"132",132,"comp",58,56,40,22.5,9,18,10,9,30,29,0,4,12,"1",3.87486721649975,2.0754880192153,1.8212749232663,0.254213095949,2.14379890730177,-6.80899254937024
"133",133,"comp",53,51,26,80.7692307692308,14,14,14,16,20,22,0,0,22,"1",3.64081806730783,1.38063595410325,1.79374465412683,-0.41310870002358,1.69359102149379,-4.97983408915682
"134",134,"comp",43,45,42,7.14285714285714,9,8,7,8,16,30,0,0,9,"3",3.88661243368184,1.44195614852402,1.10152478328366,0.34043136524036,2.32044793058293,-7.16433027787803
"135",135,"comp",43,42,23,4.34782608695652,21,21,21,24,27,27,0,0,0,"4",3.68672975462571,0.751250873632113,0.687163270301018,0.064087603331095,0.536502724167694,-4.96407820718304
"136",136,"comp",58,55,60,98.3333333333333,11,9,8,8,34,24,2,7,35,"2",3.89225569960575,0.271611580676884,0.879108985985022,-0.607497405308138,0.226458862493485,-6.81786530178176
"137",137,"comp",61,61,34,0,13,13,14,11,18,27,0,4,3,"1",3.71961188682231,1.83807949473316,0.583698875584634,1.25438061914853,1.75396133367647,-6.05064473227988
"138",138,"comp",46,45,20,35,19,14,28,18,37,18,0,3,25,"4",4.30639861584426,1.0906559100695,1.0580646414533,0.0325912686162,3.54690434740137,-6.14751628650524
"139",139,"comp",55,50,34,2.94117647058824,14,13,14,15,19,27,0,12,19,"4",3.88840337883572,0.972772716238663,0.648947300688833,0.32382541554983,0.240658022633261,-6.93747398673212
"140",140,"comp",60,58,28,28.5714285714286,17,14,14,9,33,28,16,15,15,"2",4.3383125248881,0.209043256524734,0.145433198259824,0.06361005826491,4.13289289805121,-7.94040994085143
"141",141,"comp",57,58,56,1.78571428571429,7,9,8,8,9,21,0,0,1,"3",4.31284660711442,0.762986035778073,0.482912835268476,0.280073200509597,2.97517881934859,-8.35674163861569
"142",142,"comp",51,50,41,85.3658536585366,16,22,19,11,33,34,10,8,38,"4",4.45094418968791,1.56089529014221,1.79374465428799,-0.23284936414578,2.55570760965624,-9.38832976843937
"143",143,"comp",43,45,26,42.3076923076923,20,23,22,22,21,31,24,14,24,"4",3.9064651681805,2.08209249063929,0.809336098872982,1.27275639176631,0.910891073414156,0.0947912784745561
"144",144,"comp",59,54,37,5.40540540540541,8,9,8,8,20,25,0,0,4,"3",4.16607678729926,0.424138250547829,0.317406031361437,0.106732219186392,0.600223161398855,-6.74900973491356
"145",145,"comp",60,59,30,10,10,9,11,8,22,24,1,0,5,"3",4.41265796961918,0.939324044490105,0.72582206113014,0.213501983359965,1.94169163229694,-8.88371768195557
"146",146,"comp",57,59,60,3.33333333333333,16,10,15,9,28,35,19,14,30,"2",4.01229065932232,1.45319333302212,1.07775761388179,0.37543571914033,1.82381047277745,-7.36157265570332
"147",147,"comp",50,50,42,61.9047619047619,9,14,12,13,23,24,2,2,30,"1",3.47060384556225,1.01179955173939,1.08048313045295,-0.06868357871356,6.41443369917202e-08,-9.05659695542031
"148",148,"comp",54,55,35,74.2857142857143,10,16,13,10,23,18,5,7,21,"2",4.09206523001352,1.11787590504493,1.34773617456157,-0.22986026951664,3.9506726288229,-6.3252662288277
"149",149,"comp",53,53,51,88.2352941176471,15,9,12,8,25,37,8,10,11,"2",4.5409340651372,0.644953663233274,0.770601228740767,-0.125647565507493,2.78115164957601,-9.39501605957465
"150",150,"comp",53,52,53,11.3207547169811,12,13,15,9,22,29,0,1,6,"1",4.08189399673778,0.30843750794526,0.141440405788574,0.166997102156686,1.46012646638606,-7.86437529605268
"151",151,"comp",61,61,20,10,14,14,14,16,23,23,10,13,21,"4",3.96008335818905,1.22009067705224,1.02032462259939,0.19976605445285,4.75693151237895e-08,-11.3404594958013
"152",152,"comp",57,55,51,11.7647058823529,7,7,7,8,21,23,0,0,6,"3",3.57093394273801,1.62291862301478,1.09256736653703,0.53035125647775,0.677865997419367,-3.52152521795741
"153",153,"comp",58,58,35,2.85714285714286,17,12,17,13,34,34,18,6,20,"4",4.26540558782476,0.756904963489915,0.507740011254839,0.249164952235076,3.04497384875227,-8.07246885985735
"154",154,"comp",60,57,25,64,7,9,8,9,18,25,0,0,5,"3",3.88740554938835,1.12960486816029,1.15618289050659,-0.0265780223463001,0.378332805391,-6.93089567982598
"155",155,"comp",59,59,41,68.2926829268293,13,19,19,15,23,19,1,4,14,"1",4.83723599814138,1.025256189405,1.11210689184223,-0.08685070243723,6.01486001088914,-8.13028227604543
"156",156,"comp",59,57,47,87.2340425531915,12,14,10,9,38,18,6,0,34,"2",4.18857577613401,0.621130136670505,0.832248804468472,-0.211118667797967,3.85292513552186,-7.48069751047139
"157",157,"comp",52,52,52,0,13,10,12,15,26,33,5,15,23,"4",4.71635213541328,1.50471175192636,0.763982502118399,0.740729249807961,4.53271417584943,-9.30977784999362
"158",158,"comp",58,57,20,50,12,8,16,8,22,20,0,0,6,"3",4.56725256732033,0.742700989042044,0.744591069449955,-0.00189008040791105,4.3411821441439,-8.71626716142934
"159",159,"comp",58,58,30,3.33333333333333,7,11,11,8,14,23,4,7,9,"2",4.81528534480474,1.25697963923173,0.996730455376632,0.260249183855098,5.35184957462073,-8.91494720458909
"160",160,"comp",58,59,21,4.76190476190476,15,20,19,8,29,27,8,20,52,"4",4.36474896426414,2.19509600089997,1.78181788870095,0.41327811219902,3.03331218809511,-8.95621627714846
"161",161,"comp",38,38,20,15,25,27,25,27,28,32,25,19,37,"4",4.82492656554795,0.999375079226042,0.844499470919633,0.154875608306409,5.67922510513873,-8.53355075639706
"162",162,"comp",56,56,35,82.8571428571429,9,11,12,12,20,34,0,1,6,"1",4.8468895747084,1.18387641052684,1.33587940833408,-0.15200299780724,4.85191437077546,-9.44584950514854
"163",163,"comp",52,52,27,25.9259259259259,9,12,12,8,24,21,0,0,14,"3",3.98680734053035,0.120843931884136,1.24274264337173e-07,0.120843807609872,2.16566656112735,-7.47043617588124
"164",164,"comp",57,57,55,1.81818181818182,10,12,10,8,13,22,3,0,40,"2",4.10248483227472,1.60669950875598,1.22544807589039,0.38125143286559,0.232316874703329,-7.53228092545523
"165",165,"comp",43,42,60,1.66666666666667,15,15,16,14,27,36,8,5,8,"4",4.10687480720841,0.853233551151952,0.482101794942788,0.371131756209164,1.22002489191917,-8.21901807433439
"166",166,"comp",58,59,50,52,7,7,10,8,23,25,0,0,8,"3",4.18323003606572,0.963900295138806,0.995969912535252,-0.032069617396446,1.51423300310054,-8.56526914423834
"167",167,"comp",56,56,50,94,7,7,10,8,13,25,0,0,7,"3",4.65300638065159,1.39514693890578,1.67916082643268,-0.2840138875269,4.76505810384381,-9.07142160328406
"168",168,"comp",59,56,23,8.69565217391304,7,7,9,8,23,20,0,0,6,"3",4.1693731570521,0.327290893045527,0.221090185704301,0.106200707341226,2.49720827197204,-8.16262597567004
"169",169,"comp",56,57,20,20,7,8,12,8,21,23,0,0,6,"3",4.07305289828874,1.51141723071252,1.33566121211005,0.17575601860247,2.51876731071497,-7.75587025261664
"170",170,"comp",61,61,34,5.88235294117647,8,13,12,11,23,27,0,16,16,"2",4.47578131420266,0.798897094009077,0.607163993511384,0.191733100497693,1.97938310722273,-9.61361069402763
"171",171,"comp",63,61,30,60,7,7,10,8,16,27,2,6,5,"2",4.02494696650439,0.831717834010406,0.949250622855171,-0.117532788844765,3.78665661165914,-5.94920704841102
"172",172,"comp",60,60,22,27.2727272727273,7,8,7,8,16,16,0,0,14,"3",4.85331572204002,0.994342575295456,0.936502799639453,0.057839775656003,5.28186158122214,-9.13958251729261
"173",173,"comp",55,56,21,4.76190476190476,17,11,22,11,28,24,3,4,18,"1",3.88712551995426,0.436459674256322,0.100798457782661,0.335661216473661,2.5622680602713,-6.49483408264119
"174",174,"comp",46,44,24,25,25,19,15,22,41,20,15,27,9,"4",3.54478712144613,2.27830272720798,1.91129925955379,0.36700346765419,0.727990683181225,-4.07549812891143
"175",175,"comp",57,57,25,88,8,9,11,8,21,22,0,0,7,"3",3.82122128168001,0.913991877385962,1.42666566237089,-0.512673784984928,0.463231087233602,-5.07711812100606
"176",176,"comp",53,54,44,31.8181818181818,18,19,21,18,29,26,2,0,14,"1",4.22663613036636,0.347987292377074,0.315610519361105,0.032376773015969,1.77585310577319,-8.52468322192782
"177",177,"comp",49,50,45,24.4444444444444,13,13,9,9,30,22,9,5,30,"2",4.45681480101768,0.749949643826646,0.673144285233973,0.076805358592673,3.78820786296828,-8.55273478549151
"178",178,"comp",55,53,45,80,18,15,14,9,30,21,0,0,23,"1",4.41774260555118,0.80852600730823,0.951835459962718,-0.143309452654488,4.07190802805461,-7.66776094436466
"179",179,"comp",58,59,47,19.1489361702128,19,14,21,18,36,33,17,17,42,"4",3.65472585480909,1.44886866254578,1.18910727347005,0.25976138907573,1.27566608638093,-5.42542004545623
"180",180,"comp",59,59,55,98.1818181818182,7,9,11,8,9,37,0,0,2,"3",4.71003323510767,1.36583366886154,1.80761160825837,-0.44177793939683,3.8449262362237,-9.69281363522838
"181",181,"comp",56,55,32,31.25,12,15,14,11,28,26,4,13,30,"4",4.57057770631128,0.81994740070613,0.768024743377833,0.051922657328297,4.71026235142964,-8.52925663625095
"182",182,"comp",56,56,56,1.78571428571429,10,9,13,8,26,23,0,0,11,"3",4.79755349667807,0.764447026713035,0.483793551905964,0.280653474807071,5.77885889007851,-8.25828162516546
"183",183,"comp",59,57,38,2.63157894736842,18,7,11,8,33,25,8,19,29,"2",4.19815275800579,0.870098967131776,0.53443774972465,0.335661217407126,1.50836830520121,-8.49691123402376
"184",184,"comp",60,60,59,71.1864406779661,9,8,8,8,24,24,21,13,22,"2",4.64261891059149,0.898334432067172,1.0106014166542,-0.112266984587028,2.94334360320526,-8.49079052155954
"185",185,"comp",60,59,48,4.16666666666667,14,8,11,8,22,21,5,6,11,"2",4.46652222619086,1.12309139699329,0.768024742079691,0.355066654913599,5.99413646765574,-5.71217036187749
"186",186,"comp",55,57,21,4.76190476190476,8,7,7,7,15,14,0,0,0,"3",4.28409962316448,0.246133195753675,0.0121433702138445,0.23398982553983,2.64971154254051,-8.63209540661554
"187",187,"comp",52,53,38,0,8,8,9,8,20,20,0,0,3,"3",4.49545982759212,2.11808301447685,1.27675186580417,0.84133114867268,3.39119875201408,-9.31121278362303
"188",188,"comp",60,60,60,1.66666666666667,7,8,12,8,17,19,0,2,25,"3",4.84992912884204,0.639722407644624,0.389078030206607,0.250644377438017,5.43400654996235,-8.1384549911313
"189",189,"comp",57,54,20,35,12,10,11,10,20,22,0,0,2,"3",3.69273307417533,0.855518443790303,0.764175497043861,0.0913429467464419,2.39113020457555,-1.50114293181251
"190",190,"comp",56,58,41,78.0487804878049,10,10,9,8,27,25,4,8,19,"2",4.16370119910671,1.13677808201914,1.33311280655041,-0.19633472453127,2.718135947477,-8.03850149794879
"191",191,"comp",56,54,53,32.0754716981132,23,25,26,25,31,27,21,11,33,"4",3.6732852197807,1.25001289008259,1.1460248265966,0.10398806348599,0.634302000705773,-5.19601099957152
"192",192,"comp",57,57,44,31.8181818181818,15,20,19,17,26,31,2,8,39,"4",3.74950319733701,0.77753184900824,0.656518866624626,0.121012982383614,1.96746971335993,-5.37028268458043
"193",193,"comp",60,61,20,5,11,10,15,8,24,24,0,1,4,"3",4.44561808442524,1.65392982271466,1.33566121318614,0.31826860952852,3.82786058881537,-8.75331147011781
"194",194,"comp",60,58,37,94.5945945945946,21,15,20,14,35,28,9,9,24,"4",4.3113685564909,0.83801107018604,1.32821639349792,-0.49020532331188,4.37757285307717,-6.54125663852229
"195",195,"comp",61,62,43,6.97674418604651,7,9,7,8,11,8,0,0,5,"3",4.14186278079072,1.38583596820395,1.03342077048491,0.35241519771904,0.600908634414062,-8.03362006745179
"196",196,"comp",56,54,22,68.1818181818182,8,12,7,7,26,22,4,4,13,"2",4.00666642958589,0.976470575563551,1.0795302752609,-0.103059699697349,0.62146081769377,-7.60445824667497
"197",197,"comp",48,48,48,0,7,7,9,8,17,21,0,0,3,"3",4.49634094570467,2.79487639175326,1.68612004658206,1.1087563451712,0.744459839754652,-9.74481324342471
"198",198,"comp",54,53,46,0,15,8,12,8,34,8,7,15,27,"2",4.43790204192713,1.10714245907201,0.771481239530678,0.335661219541332,1.9655419337744,-9.39273289824666
"199",199,"comp",55,58,29,13.7931034482759,10,10,13,11,23,26,3,2,29,"1",4.62689734652037,1.6451990280277,1.10755703546574,0.53764199256196,6.63660357546727,-2.21701763768085
"200",200,"comp",57,56,40,5,8,8,16,17,40,35,31,23,35,"4",3.71685027912734,1.19705265416695,0.861391440273176,0.335661213893774,0.253641793241635,-6.18067936301102
"201",201,"comp",58,59,44,93.1818181818182,7,10,13,12,18,27,0,0,3,"1",3.93877452813698,0.737512197360527,1.07317341796799,-0.335661220607463,0.396048215952402,-7.34565076596379
"202",202,"comp",54,54,21,0,11,10,10,9,23,22,0,0,6,"3",4.83074936691453,1.51870680695646,0.884384192498096,0.634322614458364,4.99055357487639,-9.34478900721093
"203",203,"comp",62,58,35,40,10,9,11,10,21,21,2,8,19,"2",4.63270267899886,0.951498536674523,0.963154306025739,-0.011655769351216,3.07725825808449,-7.50314037103942
"204",204,"comp",42,43,21,4.76190476190476,22,14,14,16,41,26,36,27,34,"4",4.35394854136736,1.28904076345636,1.06309345365233,0.22594730980403,3.42665737394687,-8.57585224988463
"205",205,"comp",58,59,23,82.6086956521739,15,14,12,12,27,34,0,1,2,"1",4.51527488038039,0.606834679944237,0.775520403338082,-0.168685723393845,5.19170996842856,-7.19690543544859
"206",206,"comp",57,56,53,0,19,24,7,17,20,33,22,12,24,"4",4.54875013851038,1.04808124108144,0.319575042752396,0.728506198329044,3.45600873585955,-8.80508530104009
