"","id","version","classification.score.1","classification.score.2","give.trials","deception.score","INT","LIF","AFF","ANT","mach_total","nar_total","pers_sum","ref_sum","bor_total","lpa","lambda","eta","gamma","eta.gamma","alpha","beta"
"207",207,"comp",54,55,46,8.69565217391304,17,25,12,19,23,27,10,8,44,"4",4.3681523254351,1.59016810781509,1.33566121588606,0.25450689192903,3.6672652894933,-8.60192829275478
"208",208,"comp",56,56,59,93.2203389830508,11,11,12,8,24,19,4,6,19,"2",3.80312573158675,0.415299661968073,1.02020799897251,-0.604908337004437,0.208071279696401,-6.00216570096135
"209",209,"comp",58,58,31,9.67741935483871,10,10,11,8,15,18,0,2,13,"3",4.35217360935699,1.18697614267181,1.00716888688141,0.1798072557904,0.847513248238952,-8.81791138445177
"210",210,"comp",60,60,57,8.7719298245614,8,17,12,10,28,23,1,1,14,"1",4.55280414145095,1.51884797003794,1.10990779317217,0.40894017686577,6.66027784462479,-4.13098906437851
"211",211,"comp",61,61,33,15.1515151515152,11,14,14,12,25,26,10,16,31,"4",4.85153091470415,1.30436943251663,1.15771851295147,0.14665091956516,2.66956740393521,-10.59444272359
"212",212,"comp",51,51,32,0,16,15,15,16,31,29,0,0,8,"1",4.81503250823179,1.47297799250263,0.797002181435741,0.675975811066889,5.00068681581379,-9.26056950885276
"213",213,"comp",56,55,42,2.38095238095238,13,16,15,12,20,19,3,6,5,"1",4.45723178840366,0.555461912784646,0.287451158375612,0.268010754409034,4.24353737193971,-8.37903331099282
"214",214,"comp",60,59,20,25,11,12,13,9,24,32,0,1,21,"1",4.02475465330839,1.57643617987228,1.33566120634762,0.24077497352466,3.33477943952329,-7.07318300482733
"215",215,"comp",56,55,21,23.8095238095238,7,7,7,7,9,21,0,0,0,"3",4.45793738938116,0.157366818248031,0.0834083094976026,0.0739585087504284,4.55162010558996,-8.1741046462458
"216",216,"comp",56,54,60,83.3333333333333,16,9,13,15,30,29,0,0,7,"1",4.1623018522163,8.59911067613327e-08,0.168925822861877,-0.16892573687077,1.42110738395054,-8.10518077592003
"217",217,"comp",58,59,60,21.6666666666667,9,11,10,8,16,28,0,0,3,"3",4.33724094379447,0.264897756886598,0.1781977155071,0.086700041379498,3.60956243892265,-8.32610651263476
"218",218,"comp",57,58,31,9.67741935483871,13,14,14,9,24,20,1,1,21,"1",4.57956639102426,1.07632060892708,0.903106862065705,0.173213746861375,2.73963783267928,-9.69713194727141
"219",219,"comp",55,56,38,10.5263157894737,8,10,13,9,20,24,10,8,16,"2",4.36631206785337,2.07643291600526,1.79374465298818,0.28268826301708,2.6345982062396,-9.06749465543304
"220",220,"comp",52,53,24,8.33333333333333,20,13,12,8,22,25,2,3,23,"1",4.48774385359702,0.708431309071127,0.54321931374805,0.165211995323077,4.47304896070561,-8.37591069753246
"221",221,"comp",58,59,44,0,7,8,10,8,15,18,0,0,10,"3",3.98824109833106,1.86238440320339,0.800610207825078,1.06177419537831,2.09321722867366,-7.57746318111989
"222",222,"comp",58,57,36,72.2222222222222,14,18,19,8,24,24,0,0,11,"1",3.63878302431196,0.710630448609008,1.10018315215587,-0.389552703546862,1.89594042413004,-4.27344497920887
"223",223,"comp",56,56,35,0,7,8,8,8,10,18,0,0,29,"3",4.27610165139761,1.26553039942908,0.170936504801993,1.09459389462709,5.64595616292193,-3.99093843731202
"224",224,"comp",55,54,56,8.92857142857143,14,13,13,12,28,22,8,10,17,"4",3.82731511287757,1.47403978266444,1.05174711791464,0.4222926647498,0.497515057250553,-6.39105156164534
"225",225,"comp",54,49,20,65,12,18,12,11,33,32,1,6,5,"1",3.31556767948574,0.600696375664135,0.862488777438011,-0.261792401773876,1.64127316535346e-07,-6.92123730849504
"226",226,"comp",56,53,51,13.7254901960784,18,14,18,18,42,25,26,18,26,"4",3.81486652961378,1.1642851213539,0.88335733323782,0.28092778811608,0.140730397506499,-5.3414988592544
"227",227,"comp",62,63,50,60,13,11,9,8,29,28,0,0,4,"3",4.57502050860148,1.46580792699915,1.50240064097985,-0.0365927139807001,3.04989957463405,-9.74931880216724
"228",228,"comp",58,58,31,3.2258064516129,14,14,16,16,23,23,0,1,15,"1",4.21182686549723,0.528089482547349,0.293986950079496,0.234102532467853,2.09812816628515,-8.28699255672204
"229",229,"comp",62,62,51,54.9019607843137,14,13,19,9,30,34,0,4,15,"1",4.87353665393631,0.243861658770414,0.275221795731828,-0.031360136961414,6.58608244253411,-7.09646566141561
"230",230,"comp",56,56,32,0,26,16,13,17,28,35,13,13,20,"4",4.80799902063702,1.59917318875117,0.935069949619189,0.664103239131981,4.83831570021645,-9.3997938479067
"231",231,"comp",54,47,42,7.14285714285714,27,26,27,16,34,25,9,12,37,"4",3.67334203670398,0.93264089796782,0.572192345789687,0.360448552178133,0.256184988598471,-4.60366324433461
"232",232,"comp",59,59,41,4.8780487804878,7,9,14,8,20,18,0,12,28,"2",4.79661654352728,1.41744051992511,1.16603347697322,0.25140704295189,4.29099369226404,-9.6968427758103
"233",233,"comp",58,59,55,5.45454545454545,7,7,7,8,24,42,0,0,0,"3",3.94735344849977,1.54208931338932,1.15982564535057,0.38226366803875,0.872794581222326,-7.43430259574401
"234",234,"comp",59,58,35,2.85714285714286,10,12,16,8,20,23,1,1,20,"1",4.38295564168333,1.28152647895042,1.05621665911462,0.2253098198358,2.26935691246926,-9.07146042378295
"235",235,"comp",48,48,26,92.3076923076923,10,10,12,8,24,20,3,10,23,"2",3.84573422569077,0.3025951440272,0.613258092459763,-0.310662948432563,2.60953269903351,-5.91898755751803
"236",236,"comp",59,58,28,10.7142857142857,13,14,12,9,19,21,2,5,18,"1",4.39310572180013,1.20111156983747,1.04416173305864,0.15694983677883,3.16596452697091,-8.86187530474955
"237",237,"comp",60,59,25,12,11,7,8,8,19,21,0,0,2,"3",4.02982749234862,2.08440742934096,1.79374464457712,0.29066278476384,1.90268235154903,-7.61743807424403
"238",238,"comp",54,54,45,4.44444444444444,14,13,13,10,22,19,2,5,8,"1",4.76700861004614,1.10571782149952,0.862396437765035,0.243321383734485,5.50401286206285,-8.48021365728862
"239",239,"comp",53,53,28,0,16,14,13,14,31,38,17,11,24,"4",4.33121907279619,1.00307515849451,0.667465294286391,0.335609864208119,0.689085866427448,-8.98708743482208
"240",240,"comp",62,60,60,88.3333333333333,12,11,16,14,27,19,5,0,20,"1",4.2851006689075,0.769459473078472,1.23702531941895,-0.467565846340478,4.38347039036714,-5.8610851089149
"241",241,"comp",57,54,36,52.7777777777778,17,14,15,10,29,25,0,4,9,"1",4.28783096807901,0.827711502444827,0.86431748978583,-0.036605987341003,3.62396093782003,-7.11238530124491
"242",242,"comp",54,49,38,44.7368421052632,10,20,13,16,16,27,0,0,13,"1",3.26689334835594,1.05915303164774,1.08137424067558,-0.02222120902784,7.73442689566341e-08,-7.4036891962019
"243",243,"comp",60,60,48,0,7,7,8,8,17,21,0,0,6,"3",4.3196478943633,1.22778669165657,0.356739001161602,0.871047690494968,1.60546262438468,-9.18492768255986
"244",244,"comp",52,56,60,13.3333333333333,8,12,13,8,28,34,1,2,21,"1",4.0778652155376,0.745803084403608,0.526777949419406,0.219025134984202,0.702736397525482,-7.27153009943332
"245",245,"comp",58,57,58,1.72413793103448,11,18,18,8,26,29,0,2,34,"1",4.2284215028672,1.28477405782517,0.949501373062403,0.335272684762767,1.83133430575134,-8.28564356758607
"246",246,"comp",59,59,32,3.125,24,25,22,18,32,20,1,1,39,"4",3.75574380379626,0.469636239100552,1.9260172146137e-07,0.469636046498831,2.79135194731455,-5.23961538200269
"247",247,"comp",44,43,29,31.0344827586207,29,27,24,21,37,20,20,8,43,"4",4.5172153190139,0.237760707086034,0.197106349835987,0.040654357250047,4.18185407046335,-8.72069793927102
"248",248,"comp",54,51,28,25,16,7,18,7,30,6,0,3,36,"1",4.59132538382524,1.45000325112662,1.12925948336451,0.32074376776211,3.22259567302583,-5.94247535777969
"249",249,"comp",51,45,23,52.1739130434783,30,28,27,32,32,29,25,12,45,"4",3.56771018309343,0.49297381544649,0.625490035342467,-0.132516219895977,0.2958506457838,-2.77879088659541
"250",250,"comp",48,51,40,20,15,11,11,8,29,37,0,1,5,"3",3.17621317417721,1.26993356770372,1.0090073729186,0.26092619478512,7.50131984654906e-08,-6.69289809185673
"251",251,"comp",55,57,35,11.4285714285714,7,7,7,8,21,31,14,15,25,"2",4.32789747697347,0.559280880195911,0.374221924234849,0.185058955961062,3.11517379725523,-8.22472681247678
"252",252,"comp",61,61,49,83.6734693877551,8,15,11,22,27,26,0,1,12,"1",4.87924392345633,0.851920555317133,0.974314499044225,-0.122393943727092,4.62294970525529,-9.32002894207531
"253",253,"comp",55,55,47,10.6382978723404,8,12,7,8,27,36,2,2,16,"2",4.71777119256285,1.34144793017367,1.1567398592866,0.18470807088707,4.73276607968412,-9.16236431432302
"254",254,"comp",53,54,25,0,12,9,12,8,21,26,0,0,8,"3",3.00095634030878,1.44148286034377,0.945046998064222,0.496435862279548,6.23916793077746e-08,-6.53198875898256
"255",255,"comp",57,58,46,52.1739130434783,11,13,11,9,16,24,2,4,15,"1",4.63484698423406,0.770622865777993,0.76802474424488,0.00259812153311301,4.13194723085915,-9.309875406497
"256",256,"comp",55,56,23,82.6086956521739,19,12,13,8,29,21,0,0,6,"1",4.26726714551105,1.51035397340222,1.79374465297952,-0.2833906795773,0.816668004306019,-9.11106554551766
"257",257,"comp",55,52,32,25,23,23,26,28,36,27,20,21,35,"4",3.97802775980011,1.40272176855433,1.22788235450013,0.1748394140542,0.303524750653391,-7.05762056072134
"258",258,"comp",61,59,37,24.3243243243243,9,14,10,9,18,33,2,6,33,"2",4.28927465757417,0.760785482426456,0.680824640500744,0.0799608419257121,3.1265672286381,-8.3888243635254
"259",259,"comp",59,59,40,7.5,15,8,8,8,26,16,2,1,17,"1",4.7354966911954,1.35842689454575,1.10931856648872,0.24910832805703,4.09959760690833,-9.69660406409372
"260",260,"comp",52,48,23,39.1304347826087,7,7,7,7,18,21,1,0,3,"3",3.04402410716524,0.831379465718724,0.806086921001283,0.025292544717441,7.09252513326412e-08,-5.06219746244156
"261",261,"comp",48,50,32,12.5,7,8,8,8,32,22,0,0,1,"3",4.20714615683581,1.6308372022062,1.06555785894563,0.56527934326057,2.53196320418031,-6.32121912988972
"262",262,"comp",56,56,46,2.17391304347826,12,17,17,10,29,20,5,4,20,"1",4.77638138094671,1.20816827548579,0.969092296373874,0.239075979111916,4.29155037723712,-9.70484946230328
"263",263,"comp",55,53,25,16,9,9,12,7,21,19,0,0,23,"3",3.98510237181392,1.76472170032335,1.08013705715177,0.68458464317158,0.0427232557749543,-2.53232636034245
"264",264,"comp",56,57,28,21.4285714285714,7,12,12,8,19,29,1,2,4,"1",4.55303351876629,0.765715162085698,0.664338776945793,0.101376385139905,4.05140045760074,-9.01264122839311
"265",265,"comp",60,60,55,58.1818181818182,19,9,15,8,25,23,1,3,27,"1",4.82184288698911,1.10112244690723,1.15316648069109,-0.0520440337838599,5.56197390490772,-8.69552719731092
"266",266,"comp",59,57,21,95.2380952380952,16,13,10,8,32,22,3,5,27,"1",4.20915348515573,0.424587496205713,1.4852336828968,-1.06064618669109,5.29281365921452,-4.53828841387512
"267",267,"comp",57,54,23,52.1739130434783,22,17,22,15,30,22,18,5,21,"4",3.86922567746792,1.02456893515674,1.07332084310113,-0.0487519079443901,5.3159037381045e-08,-10.9119056930302
"268",268,"comp",60,52,32,3.125,11,17,16,15,20,23,14,14,21,"4",3.60450946403908,1.42262657678414,0.842712839446604,0.579913737337536,1.67914113930901e-07,-4.79897463770723
"269",269,"comp",49,54,52,34.6153846153846,7,12,9,8,19,20,0,0,4,"3",2.76692930305685,1.5920633865046,1.62324705922913,-0.0311836727245298,4.56461742629127e-08,-2.45118329370181
"270",270,"comp",53,54,20,5,7,7,8,8,22,21,0,0,19,"3",4.15620757133758,0.766385805201949,0.535569941486875,0.230815863715074,1.15071290668943,-8.08290303442699
"271",271,"comp",54,55,39,23.0769230769231,13,12,17,9,35,30,0,18,22,"2",3.37999152233804,0.991945874850364,0.893677084165869,0.098268790684495,1.00949924015074e-07,-8.15131644125193
"272",272,"comp",58,58,35,45.7142857142857,16,13,13,13,28,22,3,1,15,"1",4.83374223228242,1.14294697127778,1.14189851359121,0.00104845768656991,4.9988260609342,-9.3484925441837
"273",273,"comp",59,57,36,5.55555555555556,8,10,8,12,17,27,0,1,14,"1",3.66228497532651,0.390207483801116,1.26091013403718e-07,0.390207357710103,0.592601235645397,-6.30055042310582
"274",274,"comp",60,62,41,17.0731707317073,10,11,16,8,27,19,14,7,20,"2",4.16232124185567,0.622372453690329,0.47961627750352,0.142756176186809,3.30615606034238,-7.56655668797404
"275",275,"comp",57,57,46,58.695652173913,8,10,8,8,16,24,0,2,25,"3",3.79632609407042,1.18239091206953,1.31405084341495,-0.13165993134542,3.54428319087874,-4.19096419518052
"276",276,"comp",56,56,47,42.5531914893617,18,14,14,16,29,29,0,5,7,"1",4.85984467274006,1.04807729610585,1.04149221258905,0.00658508351679998,5.06231072349562,-9.38722633154125
"277",277,"comp",60,58,38,57.8947368421053,17,13,13,16,28,25,1,0,21,"1",4.16052008518026,1.22373076144644,1.30003743573724,-0.0763066742907998,3.85861920520535,-7.33107675653889
"278",278,"comp",50,49,44,68.1818181818182,7,7,7,8,32,29,0,0,27,"3",4.05960996788199,0.172784777917543,0.278416569646582,-0.105631791729039,1.25700692749774,-7.8063153043411
"279",279,"comp",61,58,53,5.66037735849057,15,12,16,8,32,37,1,3,9,"1",4.27344395060291,0.403037148450667,0.199780229632555,0.203256918818112,2.06077811675982,-8.55892704503289
"280",280,"comp",61,60,60,0,13,10,9,8,27,25,1,10,8,"2",4.44990809100189,2.16552177529812,1.21356573895721,0.95195603634091,2.78459932755973,-9.27454550627087
"281",281,"comp",54,55,30,0,7,10,8,8,17,25,0,0,0,"3",3.87235633102714,0.909700836618858,7.72717579166245e-07,0.909700063901279,3.64081639770845,-5.54374491651613
"282",282,"comp",59,59,37,78.3783783783784,11,15,17,10,30,23,4,5,15,"1",4.82804188307832,1.00453921328636,1.09641446381118,-0.0918752505248199,5.40313791641337,-8.90522099838508
"283",283,"comp",58,58,40,22.5,15,14,11,13,23,18,0,5,20,"1",4.19145515806774,1.41149081987617,1.2951515575925,0.11633926228367,2.69429546049776,-8.18046986275087
"284",284,"comp",54,53,44,13.6363636363636,7,7,8,8,22,38,3,3,1,"2",3.87123754595715,0.668853954792796,0.496932677769986,0.17192127702281,0.566098885498358,-6.19685190082989
"285",285,"comp",45,47,41,4.8780487804878,19,19,14,15,33,28,4,5,15,"1",4.02014866691559,0.265231465000107,1.5670082348458e-08,0.265231449330025,0.0287654415480715,-7.53929352813513
"286",286,"comp",49,48,31,54.8387096774194,8,8,11,8,19,19,0,2,16,"3",4.56013985274979,1.31798930076872,1.41403884217596,-0.09604954140724,4.73805277078101,-3.42576744665261
"287",287,"comp",56,55,56,33.9285714285714,14,14,15,8,23,21,0,0,9,"1",4.59051456077309,1.09090083316432,1.02913752179483,0.06176331136949,3.98276576501308,-7.019046906967
"288",288,"comp",50,52,34,44.1176470588235,12,12,10,8,20,19,1,0,9,"1",4.03693703721098,1.80082148202459,1.79374464843166,0.0070768335929301,1.13429077234521,-7.90027073395432
"289",289,"comp",54,53,39,51.2820512820513,13,13,21,11,19,21,23,19,23,"4",3.79254415550719,1.85470851219396,3.29171815811064,-1.43700964591668,2.14423453820873,-0.372273947260238
"290",290,"comp",59,60,34,0,7,7,7,8,12,21,0,2,6,"3",4.19507382469268,1.16719037786518,0.338664752698105,0.828525625167075,4.60395971653967,-5.78407539163483
"291",291,"comp",54,53,58,1.72413793103448,7,7,7,8,10,23,0,0,3,"3",4.56811753469194,1.01133561749417,0.768024749966944,0.243310867527226,3.01183041104066,-9.70794464018524
"292",292,"comp",54,55,49,2.04081632653061,9,7,9,8,10,21,5,3,38,"2",4.14612296013879,0.535017892823317,0.135203507190455,0.399814385632862,4.45013827753627,-6.28054557124935
"293",293,"comp",57,57,37,89.1891891891892,15,14,18,15,32,22,10,7,27,"4",4.79366945600211,0.985454224270755,1.13662035818201,-0.151166133911255,4.96028387742476,-9.22614687883519
"294",294,"comp",62,61,60,1.66666666666667,9,10,11,8,18,22,0,0,14,"3",4.2022885385968,0.678556638746809,0.343467851413851,0.335088787332958,1.81870077711095,-8.28626332749881
"295",295,"comp",48,48,23,73.9130434782609,7,9,11,8,20,19,0,0,12,"3",4.83671701034472,0.965139145760018,1.07643598575707,-0.111296839997052,5.82312455349646,-8.41047038641769
"296",296,"comp",54,53,42,2.38095238095238,7,9,7,8,12,20,0,0,0,"3",3.29233947254657,1.36341211338791,0.990420450884763,0.372991662503147,2.89357530927409e-05,-7.49875658571347
"297",297,"comp",58,57,28,14.2857142857143,7,10,14,10,22,17,0,0,4,"3",4.25569676421674,1.23576730335987,1.01408790779446,0.22167939556541,1.6749698374911,-8.70463027542627
"298",298,"comp",54,51,39,25.6410256410256,12,14,12,12,21,30,0,3,13,"1",3.75954929360935,0.967160411573483,0.838002430397957,0.129157981175526,5.57151344997663e-08,-10.4449734007459
"299",299,"comp",58,56,33,18.1818181818182,20,20,16,17,32,28,4,2,36,"4",4.357052590046,0.756513895516266,0.64563823025215,0.110875665264116,0.749080524941185,-8.816270040102
"300",300,"comp",61,60,31,64.5161290322581,23,19,18,27,24,27,19,18,35,"4",4.56718585605183,0.78880755926244,0.876809486682273,-0.088001927419833,5.93752998646546,-5.94663456540528
"301",301,"comp",58,53,39,0,9,10,9,12,27,25,3,0,18,"1",4.32226646683484,1.09585253966056,0.12619542917425,0.96965711048631,0.222340027630947,-9.08040362182783
"302",302,"comp",60,60,29,51.7241379310345,7,13,16,10,30,22,22,10,32,"2",3.85707922946046,1.27714841961872,1.28563569526141,-0.00848727564269014,2.74692712589567,-6.26268791144059
"303",303,"comp",57,57,22,4.54545454545455,7,11,10,8,18,22,0,3,25,"2",4.85808968835552,0.559441616086517,0.366494962510528,0.192946653575989,6.11191626229163,-8.0549666092594
"304",304,"comp",60,58,32,65.625,11,7,10,8,18,27,4,7,31,"2",3.77181439242696,0.938396494107346,1.04285501796235,-0.104458523855004,1.58673905342518,-5.90354295181627
"305",305,"comp",60,59,38,5.26315789473684,14,12,16,8,28,17,1,3,17,"1",4.00758252300201,1.36371081406118,1.0983059639221,0.26540485013908,5.325722984221e-08,-11.5389286518258
"306",306,"control",61,58,43,16.2790697674419,7,10,8,9,22,26,1,7,7,"2",3.69046334309288,1.27719443517373,1.05909227692396,0.21810215824977,2.01301751006073,-5.26715594985682
"307",307,"control",58,57,32,12.5,10,10,10,9,30,33,0,0,16,"3",3.81889300435965,1.49999782184852,1.20250508531213,0.29749273653639,0.300972081856091,-5.7647084359537
"308",308,"control",58,58,35,0,7,9,9,8,11,24,1,0,7,"3",4.27882125345792,1.4138318236111,0.598395986438865,0.815435837172235,1.35734970995738,-9.04128236127726
"309",309,"control",53,52,42,0,7,11,14,8,18,21,0,2,21,"1",4.26901308946056,0.772890567884877,0.425084775607969,0.347805792276908,0.433112174132923,-8.80607242894911
"310",310,"control",53,54,48,2.08333333333333,20,10,15,8,31,28,4,2,19,"1",4.51372465241697,1.21615384242709,0.869969113095283,0.346184729331807,2.47723725945575,-9.54569198539414
"311",311,"control",55,50,32,3.125,9,9,9,8,30,23,4,4,8,"2",3.71374894175764,0.514241211371493,0.262691950751758,0.251549260619735,0.0195487663865392,-7.7300991176747
"312",312,"control",61,60,52,0,18,15,18,12,32,28,8,8,25,"4",4.17695597681687,1.46274256940008,0.965694521164119,0.497048048235961,1.0920937320888,-8.58457663282152
"313",313,"control",36,36,40,0,27,27,29,20,35,41,28,23,39,"4",4.71718947524843,1.72899192565698,0.989187557835708,0.739804367821272,4.44275454048496,-9.43245324873145
"314",314,"control",54,55,23,4.34782608695652,7,7,7,8,13,21,0,1,0,"3",3.87395543709403,0.629183584041061,0.419876762337029,0.209306821704032,0.869061850740749,-7.10934639803872
"315",315,"control",52,53,38,0,7,9,11,9,11,22,1,1,14,"3",4.34890258451298,1.53753972154562,0.744165557934478,0.793374163611142,2.42843282773957,-9.14230616549859
"316",316,"control",58,59,37,21.6216216216216,7,10,10,8,17,32,4,9,11,"2",3.93638006792694,1.26800261737626,1.08559964053983,0.18240297683643,0.604343858886801,-7.11472337336849
"317",317,"control",57,58,29,3.44827586206897,11,15,12,11,31,25,4,7,20,"1",4.18695220145466,0.857471524283542,0.535797476455267,0.321674047828275,2.52940065070558,-8.14770599129322
"318",318,"control",55,55,21,9.52380952380952,12,8,11,8,20,24,0,2,9,"3",4.82683646110978,1.02826495728557,0.904473366131959,0.123791591153611,4.89422882715764,-9.41282853471133
"319",319,"control",52,52,55,5.45454545454545,10,13,14,10,19,19,0,0,3,"1",4.30715820511445,0.853271285774141,0.607163991697026,0.246107294077115,1.79755473060486,-8.85987419167976
"320",320,"control",54,53,33,0,16,19,18,15,26,31,4,2,32,"1",4.39314447733945,1.30173085267421,0.966069632708654,0.335661219965556,2.65947824835155,-9.15363888648204
"321",321,"control",58,58,40,5,9,11,14,8,27,23,0,3,9,"1",4.25812993225515,0.60347380631109,0.421756391067341,0.181717415243749,3.06224104017998,-8.14444889746052
"322",322,"control",53,52,37,0,9,8,8,8,19,23,0,0,6,"3",4.19174696475167,0.379810924077955,0.101080769066475,0.27873015501148,0.969672358611208,-8.23036175588131
"323",323,"control",58,58,44,2.27272727272727,12,11,12,11,26,23,0,6,13,"1",4.01425877166477,1.44209999025841,1.06492131799658,0.37717867226183,1.65157518422851,-7.96613392145779
"324",324,"control",54,53,54,5.55555555555556,14,12,9,12,34,43,0,0,4,"1",4.46639387751356,0.440629038300388,0.244715339134884,0.195913699165504,4.64458706605231,-8.05072086257638
"325",325,"control",52,51,44,0,14,8,8,8,27,27,0,0,14,"3",4.33602915817032,1.47407304360251,1.06493305003475,0.40913999356776,2.15929101447701,-9.07662940918215
"326",326,"control",52,48,35,22.8571428571429,10,9,12,11,10,22,0,0,16,"3",3.753428536611,0.277122515870147,0.145098764816419,0.132023751053728,1.05771741113817,-5.34134677667956
"327",327,"control",57,54,60,6.66666666666667,12,14,14,13,23,31,20,23,24,"4",3.83579569983491,1.18257347788385,0.895985474430165,0.286588003453685,0.470709692733065,-6.33009646696648
"328",328,"control",53,53,56,3.57142857142857,7,11,10,8,13,25,1,0,38,"2",4.30799256718827,0.290405935212852,0.01762404824565,0.272781886967202,0.0767005979794912,-7.87455688176059
"329",329,"control",60,59,22,4.54545454545455,15,10,15,12,29,27,0,2,11,"1",4.46211276767335,1.24352472133708,1.01681066840863,0.22671405292845,2.07145341438688,-9.40115936521456
"330",330,"control",47,49,56,28.5714285714286,14,14,14,16,20,24,0,0,0,"1",3.48929487281945,1.43827911593084,1.33566121432214,0.1026179016087,0.227065452053915,-3.56801400588065
"331",331,"control",59,61,34,17.6470588235294,13,20,14,8,21,23,4,5,21,"1",4.01280807398853,0.693908980415376,0.410113731252307,0.283795249163069,1.38483953656508,-7.20118564570785
"332",332,"control",49,48,37,0,14,7,18,9,24,28,1,2,7,"1",3.91876316729491,0.36038898210832,0.0397203500930803,0.32066863201524,2.27547353137049e-07,-7.95390743707718
"333",333,"control",54,53,45,2.22222222222222,10,13,12,8,20,20,11,8,24,"2",4.40488081645957,1.40652946375506,1.07086824322656,0.3356612205285,1.14113635464146,-9.20441958317505
"334",334,"control",62,62,36,0,18,12,13,11,29,22,0,4,16,"1",4.27139106498527,0.880039446837629,0.564935757209674,0.315103689627955,2.5718458978921,-8.48244741544249
"335",335,"control",60,59,55,1.81818181818182,7,7,7,8,17,26,0,1,0,"3",4.25133028118378,0.52835589827994,0.192694682522507,0.335661215757433,2.56107263870482,-8.42294197712546
"336",336,"control",58,57,27,0,11,20,11,14,25,20,10,13,28,"4",4.51831737146832,1.04589850414867,0.258981834154553,0.786916669994117,4.39259552244895,-8.60215060818374
"337",337,"control",48,45,33,9.09090909090909,12,11,15,8,30,25,2,0,32,"1",3.57427152670181,0.399969880651563,0.0643086651027615,0.335661215548802,0.069513741211505,-5.94956003356036
"338",338,"control",46,52,30,23.3333333333333,27,23,24,31,34,34,21,21,38,"4",3.31903735167353,1.12200072483408,0.377364423467198,0.744636301366882,0.646952006293665,-1.09799139850018
"339",339,"control",61,60,20,5,11,8,9,8,30,31,0,0,18,"3",3.79767195185011,1.2769341303036,1.08504862813562,0.19188550216798,5.33495505052813e-08,-10.5802530338861
"340",340,"control",57,54,47,8.51063829787234,13,19,13,13,25,25,2,4,18,"1",3.73415459145279,0.348375098739722,3.73980260785389e-08,0.348375061341696,1.21869262924437,-5.78670014677286
"341",341,"control",50,47,40,17.5,21,8,25,8,29,24,6,23,42,"4",4.2593005208083,0.287024957654784,0.156643366241054,0.13038159141373,0.947912044990289,-8.50620380227492
"342",342,"control",57,56,27,18.5185185185185,11,18,19,10,29,32,0,0,21,"1",4.12603030789261,0.0706329639092909,1.01394321826754e-07,0.0706328625149691,1.30320157431994,-8.22682911278724
"343",343,"control",38,38,60,6.66666666666667,9,12,9,8,15,37,1,4,6,"2",4.88429362777136,0.231118296009444,0.0889298435168215,0.142188452492623,6.18356010470891,-7.95646801881766
"344",344,"control",41,41,53,3.77358490566038,18,24,25,13,31,27,10,20,37,"4",4.68126855235404,0.506799811058875,0.248908263145677,0.257891547913198,5.08829936413964,-8.60591877086198
"345",345,"control",49,53,37,16.2162162162162,9,17,15,8,31,35,7,4,29,"2",3.37276604433943,1.30444133578432,0.968780122160037,0.335661213624283,0.215179943242236,-2.52203045639217
"346",346,"control",54,53,52,5.76923076923077,18,13,16,8,30,25,2,6,23,"1",4.34633581908112,0.819505137037706,0.615869231204487,0.203635905833219,0.342443363436622,-9.23166677006582
"347",347,"control",59,57,52,1.92307692307692,12,11,13,8,23,24,2,0,5,"1",3.81336478924632,1.86548051086004,1.27937423118052,0.58610627967952,0.699411426102014,-7.04266940994941
"348",348,"control",53,53,50,14,21,15,11,11,43,36,8,11,1,"4",4.03606795766551,0.456568207593195,0.298909918036969,0.157658289556226,1.27190807695034,-7.164106079465
"349",349,"control",62,61,38,0,7,8,10,10,11,23,0,0,1,"3",4.40426147792827,1.34036108215136,1.02397208162014,0.31638900053122,1.40532343037536,-9.17098679088027
"350",350,"control",60,59,20,5,14,11,14,13,26,27,1,0,12,"1",4.36870886916077,1.23378527918107,1.02355074041327,0.2102345387678,3.58563211553241,-8.53580868526254
"351",351,"control",55,55,37,8.10810810810811,11,14,10,11,23,30,7,12,9,"2",4.4130260227966,0.965729243124936,0.677835414807391,0.287893828317545,4.37632624050952,-7.06707090466474
"352",352,"control",56,55,23,8.69565217391304,8,11,11,8,28,34,5,5,28,"2",4.46073990442566,1.57513274478821,1.3356612152653,0.23947152952291,4.09535317728852,-8.62337943639874
"353",353,"control",57,57,58,3.44827586206897,19,16,16,20,32,41,16,15,31,"4",3.64339668117635,0.385180537199918,9.0544705418532e-08,0.385180446655213,2.20215967584338,-5.32545054641583
"354",354,"control",56,56,39,2.56410256410256,7,7,8,8,15,33,1,0,3,"3",4.17049457335119,0.488513496902602,0.287959295847521,0.200554201055081,1.30264381806044,-8.17989013398338
"355",355,"control",54,54,33,0,12,9,11,8,20,18,0,0,17,"3",4.38445804930622,1.39956902325747,0.655630231178147,0.743938792079323,3.07392725555754,-8.98181095249032
"356",356,"control",55,55,45,8.88888888888889,7,7,10,8,11,23,0,0,26,"3",4.80925769543239,1.72110836383689,1.50685760953338,0.21425075430351,4.83194833759463,-9.33718563310858
"357",357,"control",51,50,30,26.6666666666667,9,7,12,8,39,31,2,10,9,"2",3.62396987283102,1.44095192504982,1.2215789726991,0.21937295235072,0.300758623005159,-3.60245793369265
